KAG2769849.1         -          14-3-3               PF00244.23  7.7e-104  346.8   3.6  8.8e-104  346.6   3.6   1.0   1   0   0   1   1   1   1 14-3-3-like protein [Phytophthora cactorum]
KAG2760124.1         -          14-3-3               PF00244.23       1.1    9.5   6.7       1.9    8.7   6.1   1.8   1   1   1   2   2   2   0 hypothetical protein Pcac1_g27913 [Phytophthora cactorum]
KAG2764806.1         -          2-Hacid_dh           PF00389.33   8.8e-31  107.1   0.1   1.5e-30  106.3   0.1   1.4   1   0   0   1   1   1   1 Phosphoserine aminotransferase [Phytophthora cactorum]
KAG2788386.1         -          2-Hacid_dh           PF00389.33   4.2e-29  101.6   0.0   4.8e-29  101.4   0.0   1.0   1   0   0   1   1   1   1 2-hydroxyacid dehydrogenase 1 [Phytophthora cactorum]
KAG2782403.1         -          2-Hacid_dh           PF00389.33   1.4e-28   99.9   0.0   1.8e-28   99.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein Pcac1_g7699 [Phytophthora cactorum]
KAG2788388.1         -          2-Hacid_dh           PF00389.33     6e-28   97.9   0.1   7.8e-28   97.5   0.1   1.1   1   0   0   1   1   1   1 D-lactate dehydrogenase [Phytophthora cactorum]
KAG2788387.1         -          2-Hacid_dh           PF00389.33   9.5e-28   97.2   0.0   1.1e-27   97.1   0.0   1.0   1   0   0   1   1   1   1 2-hydroxyacid dehydrogenase [Phytophthora cactorum]
KAG2788389.1         -          2-Hacid_dh           PF00389.33   4.6e-27   95.0   0.0   5.3e-27   94.8   0.0   1.0   1   0   0   1   1   1   1 2-hydroxyacid dehydrogenase [Phytophthora cactorum]
KAG2782273.1         -          2-Hacid_dh           PF00389.33   1.3e-26   93.5   0.0   1.5e-26   93.3   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein Pcac1_g7700 [Phytophthora cactorum]
KAG2759951.1         -          2-Hacid_dh           PF00389.33   7.3e-26   91.1   0.0   1.1e-25   90.6   0.0   1.3   1   0   0   1   1   1   1 D-3-phosphoglycerate dehydrogenase [Phytophthora cactorum]
KAG2767758.1         -          2-Hacid_dh           PF00389.33   1.2e-19   71.0   0.0   1.8e-19   70.4   0.0   1.1   1   0   0   1   1   1   1 Formate dehydrogenase [Phytophthora cactorum]
KAG2766869.1         -          2-Hacid_dh           PF00389.33   9.1e-05   22.9   0.1     0.002   18.5   0.0   2.7   2   1   0   2   2   2   1 hypothetical protein Pcac1_g21790 [Phytophthora cactorum]
KAG2788387.1         -          2-Hacid_dh_C         PF02826.22   2.5e-57  193.8   0.0   3.5e-57  193.3   0.0   1.2   1   0   0   1   1   1   1 2-hydroxyacid dehydrogenase [Phytophthora cactorum]
KAG2788389.1         -          2-Hacid_dh_C         PF02826.22     4e-56  189.9   0.0   5.6e-56  189.4   0.0   1.2   1   0   0   1   1   1   1 2-hydroxyacid dehydrogenase [Phytophthora cactorum]
KAG2788386.1         -          2-Hacid_dh_C         PF02826.22   1.4e-55  188.1   0.0     2e-55  187.6   0.0   1.2   1   0   0   1   1   1   1 2-hydroxyacid dehydrogenase 1 [Phytophthora cactorum]
KAG2782403.1         -          2-Hacid_dh_C         PF02826.22   1.7e-55  187.8   0.0   2.3e-55  187.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein Pcac1_g7699 [Phytophthora cactorum]
KAG2782273.1         -          2-Hacid_dh_C         PF02826.22   4.5e-55  186.4   0.0   6.8e-55  185.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g7700 [Phytophthora cactorum]
KAG2788388.1         -          2-Hacid_dh_C         PF02826.22   2.6e-54  184.0   0.0   6.5e-54  182.7   0.0   1.6   2   0   0   2   2   2   1 D-lactate dehydrogenase [Phytophthora cactorum]
KAG2767758.1         -          2-Hacid_dh_C         PF02826.22   4.1e-54  183.3   0.0   7.2e-54  182.5   0.0   1.4   1   0   0   1   1   1   1 Formate dehydrogenase [Phytophthora cactorum]
KAG2759951.1         -          2-Hacid_dh_C         PF02826.22   2.6e-51  174.2   0.0     4e-51  173.6   0.0   1.3   1   0   0   1   1   1   1 D-3-phosphoglycerate dehydrogenase [Phytophthora cactorum]
KAG2764806.1         -          2-Hacid_dh_C         PF02826.22   3.1e-51  173.9   0.1   6.3e-51  172.9   0.1   1.6   1   0   0   1   1   1   1 Phosphoserine aminotransferase [Phytophthora cactorum]
KAG2774780.1         -          2-Hacid_dh_C         PF02826.22   5.4e-45  153.6   0.0   7.5e-45  153.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein Pcac1_g14633 [Phytophthora cactorum]
KAG2774812.1         -          2-Hacid_dh_C         PF02826.22   1.5e-44  152.2   0.0     2e-44  151.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein Pcac1_g14648 [Phytophthora cactorum]
KAG2774676.1         -          2-Hacid_dh_C         PF02826.22   5.8e-44  150.3   0.0     9e-44  149.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g14606 [Phytophthora cactorum]
KAG2774669.1         -          2-Hacid_dh_C         PF02826.22   1.8e-42  145.4   0.0   2.6e-42  144.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein Pcac1_g14609 [Phytophthora cactorum]
KAG2774853.1         -          2-Hacid_dh_C         PF02826.22   1.6e-41  142.3   0.0   2.2e-41  141.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein Pcac1_g14610 [Phytophthora cactorum]
KAG2766869.1         -          2-Hacid_dh_C         PF02826.22   2.2e-36  125.6   0.0   3.5e-36  124.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g21790 [Phytophthora cactorum]
KAG2784591.1         -          2-Hacid_dh_C         PF02826.22   6.2e-09   36.1   0.3   1.1e-08   35.4   0.3   1.3   1   0   0   1   1   1   1 Adenosylhomocysteinase [Phytophthora cactorum]
KAG2781560.1         -          2-Hacid_dh_C         PF02826.22     7e-08   32.7   0.0   1.3e-07   31.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g8465 [Phytophthora cactorum]
KAG2781561.1         -          2-Hacid_dh_C         PF02826.22   3.1e-07   30.6   0.0   5.9e-07   29.7   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein Pcac1_g8466 [Phytophthora cactorum]
KAG2774852.1         -          2-Hacid_dh_C         PF02826.22   5.8e-06   26.5   0.0   7.1e-06   26.2   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein Pcac1_g14611 [Phytophthora cactorum]
KAG2787568.1         -          2-Hacid_dh_C         PF02826.22   1.6e-05   25.1   0.1   3.4e-05   24.0   0.1   1.5   1   0   0   1   1   1   1 hypothetical protein Pcac1_g3113 [Phytophthora cactorum]
KAG2787569.1         -          2-Hacid_dh_C         PF02826.22   1.6e-05   25.1   0.1   3.4e-05   24.0   0.1   1.5   1   0   0   1   1   1   1 hypothetical protein Pcac1_g3112 [Phytophthora cactorum]
KAG2788769.1         -          2-Hacid_dh_C         PF02826.22   1.6e-05   25.0   0.0   3.1e-05   24.1   0.0   1.4   1   0   0   1   1   1   1 putative 3-hydroxyisobutyrate dehydrogenase-like 1 [Phytophthora cactorum]
KAG2787650.1         -          2-Hacid_dh_C         PF02826.22   5.5e-05   23.3   0.3    0.0001   22.4   0.1   1.5   2   0   0   2   2   1   1 hypothetical protein Pcac1_g3143 [Phytophthora cactorum]
KAG2787655.1         -          2-Hacid_dh_C         PF02826.22   5.5e-05   23.3   0.3    0.0001   22.4   0.1   1.5   2   0   0   2   2   1   1 hypothetical protein Pcac1_g3144 [Phytophthora cactorum]
KAG2787787.1         -          2-Hacid_dh_C         PF02826.22   5.6e-05   23.3   0.0   6.4e-05   23.1   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein Pcac1_g3080 [Phytophthora cactorum]
KAG2788825.1         -          2-Hacid_dh_C         PF02826.22     7e-05   22.9   0.0   0.00012   22.2   0.0   1.3   1   0   0   1   1   1   1 putative 3-hydroxyisobutyrate dehydrogenase-like 1 [Phytophthora cactorum]
KAG2787562.1         -          2-Hacid_dh_C         PF02826.22   0.00012   22.1   0.0   0.00023   21.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g3115 [Phytophthora cactorum]
KAG2787856.1         -          2-Hacid_dh_C         PF02826.22   0.00021   21.4   0.0   0.00036   20.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g3055 [Phytophthora cactorum]
KAG2768986.1         -          2-Hacid_dh_C         PF02826.22   0.00025   21.1   0.0   0.00046   20.3   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein Pcac1_g19922 [Phytophthora cactorum]
KAG2768901.1         -          2-Hacid_dh_C         PF02826.22   0.00026   21.1   0.0   0.00039   20.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g19935 [Phytophthora cactorum]
KAG2768983.1         -          2-Hacid_dh_C         PF02826.22   0.00026   21.1   0.0   0.00039   20.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g19927 [Phytophthora cactorum]
KAG2768902.1         -          2-Hacid_dh_C         PF02826.22    0.0003   20.9   0.0   0.00041   20.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein Pcac1_g19934 [Phytophthora cactorum]
KAG2790633.1         -          2-Hacid_dh_C         PF02826.22    0.0004   20.5   0.0   0.00064   19.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g103 [Phytophthora cactorum]
KAG2787563.1         -          2-Hacid_dh_C         PF02826.22   0.00042   20.4   1.5   0.00073   19.6   0.2   1.8   2   0   0   2   2   2   1 hypothetical protein Pcac1_g3114 [Phytophthora cactorum]
KAG2787726.1         -          2-Hacid_dh_C         PF02826.22   0.00066   19.8   0.1    0.0011   19.1   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g2890 [Phytophthora cactorum]
KAG2787649.1         -          2-Hacid_dh_C         PF02826.22   0.00078   19.5   0.1    0.0014   18.7   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g3142 [Phytophthora cactorum]
KAG2787656.1         -          2-Hacid_dh_C         PF02826.22   0.00078   19.5   0.1    0.0014   18.7   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g3145 [Phytophthora cactorum]
KAG2779564.1         -          2-Hacid_dh_C         PF02826.22   0.00097   19.2   0.0    0.0017   18.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein Pcac1_g10040 [Phytophthora cactorum]
KAG2779620.1         -          2-Hacid_dh_C         PF02826.22   0.00097   19.2   0.0    0.0017   18.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein Pcac1_g10017 [Phytophthora cactorum]
KAG2779621.1         -          2-Hacid_dh_C         PF02826.22   0.00097   19.2   0.0    0.0017   18.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein Pcac1_g10016 [Phytophthora cactorum]
KAG2766543.1         -          2-Hacid_dh_C         PF02826.22    0.0013   18.9   0.0    0.0022   18.1   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g22054 [Phytophthora cactorum]
KAG2786310.1         -          2-Hacid_dh_C         PF02826.22    0.0019   18.3   0.2    0.0044   17.1   0.2   1.6   1   1   0   1   1   1   1 hypothetical protein Pcac1_g4187 [Phytophthora cactorum]
KAG2781256.1         -          2-Hacid_dh_C         PF02826.22    0.0021   18.1   0.0     0.003   17.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein Pcac1_g8531 [Phytophthora cactorum]
KAG2777045.1         -          2-Hacid_dh_C         PF02826.22    0.0027   17.8   0.1      0.41   10.7   0.1   2.3   2   0   0   2   2   2   1 hypothetical protein Pcac1_g12496 [Phytophthora cactorum]
KAG2787169.1         -          2-Hacid_dh_C         PF02826.22     0.003   17.6   0.0    0.0049   16.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein Pcac1_g3560 [Phytophthora cactorum]
KAG2768990.1         -          2-Hacid_dh_C         PF02826.22     0.003   17.6   0.0    0.0036   17.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein Pcac1_g19928 [Phytophthora cactorum]
KAG2787724.1         -          2-Hacid_dh_C         PF02826.22    0.0072   16.4   0.0     0.011   15.7   0.0   1.3   1   0   0   1   1   1   1 Myo-inositol 2-dehydrogenase [Phytophthora cactorum]
KAG2790780.1         -          2-Hacid_dh_C         PF02826.22    0.0072   16.4   0.9       0.4   10.7   0.0   3.2   3   0   0   3   3   3   1 2,4-dienoyl-CoA reductase [Phytophthora cactorum]
KAG2764567.1         -          2-Hacid_dh_C         PF02826.22    0.0077   16.3   0.5       2.9    7.9   0.0   3.0   3   0   0   3   3   3   1 Glutathione reductase [Phytophthora cactorum]
KAG2784350.1         -          2-Hacid_dh_C         PF02826.22    0.0081   16.2   0.0     0.018   15.1   0.0   1.5   1   0   0   1   1   1   1 phosphoribosylaminoimidazole carboxylase [Phytophthora cactorum]
KAG2768989.1         -          2-Hacid_dh_C         PF02826.22     0.011   15.8   0.0     0.018   15.1   0.0   1.3   1   0   0   1   1   1   0 hypothetical protein Pcac1_g19921 [Phytophthora cactorum]
KAG2774432.1         -          2-Hacid_dh_C         PF02826.22     0.013   15.6   0.0     0.022   14.8   0.0   1.4   1   0   0   1   1   1   0 Ubiquitin-like modifier-activating enzyme 5 [Phytophthora cactorum]
KAG2771767.1         -          2-Hacid_dh_C         PF02826.22     0.022   14.8   0.0     0.038   14.0   0.0   1.3   1   0   0   1   1   1   0 hypothetical protein Pcac1_g17258 [Phytophthora cactorum]
KAG2785730.1         -          2-Hacid_dh_C         PF02826.22     0.025   14.6   0.0     0.026   14.6   0.0   1.1   1   0   0   1   1   1   0 hypothetical protein Pcac1_g4835 [Phytophthora cactorum]
KAG2787022.1         -          2-Hacid_dh_C         PF02826.22     0.029   14.4   0.0     0.047   13.7   0.0   1.2   1   0   0   1   1   1   0 hypothetical protein Pcac1_g3561 [Phytophthora cactorum]
KAG2776921.1         -          2-Hacid_dh_C         PF02826.22      0.03   14.4   0.1     0.048   13.7   0.1   1.2   1   0   0   1   1   1   0 Alcohol dehydrogenase class-3 chain H [Phytophthora cactorum]
KAG2777402.1         -          2-Hacid_dh_C         PF02826.22      0.06   13.4   0.0     0.097   12.7   0.0   1.3   1   0   0   1   1   1   0 Glyceraldehyde-3-phosphate dehydrogenase [Phytophthora cactorum]
KAG2762572.1         -          2-Hacid_dh_C         PF02826.22     0.075   13.1   0.2       1.3    9.0   0.0   2.3   2   0   0   2   2   2   0 Dihydrolipoyl dehydrogenase 1 [Phytophthora cactorum]
KAG2764040.1         -          2-Hacid_dh_C         PF02826.22     0.081   13.0   0.1      0.61   10.1   0.1   2.2   1   1   0   1   1   1   0 hypothetical protein Pcac1_g24388 [Phytophthora cactorum]
KAG2786078.1         -          2-Hacid_dh_C         PF02826.22     0.082   12.9   0.0      0.65   10.0   0.0   2.1   2   0   0   2   2   2   0 Glutamate synthase 2 [NADH] [Phytophthora cactorum]
KAG2783534.1         -          2-Hacid_dh_C         PF02826.22     0.089   12.8   2.2        13    5.8   0.0   2.8   3   0   0   3   3   3   0 Glutathione reductase [Phytophthora cactorum]
KAG2767643.1         -          2-Hacid_dh_C         PF02826.22      0.13   12.3   0.2      0.23   11.5   0.2   1.4   1   0   0   1   1   1   0 hypothetical protein Pcac1_g21172 [Phytophthora cactorum]
KAG2778411.1         -          2-Hacid_dh_C         PF02826.22      0.14   12.2   0.0      0.34   10.9   0.0   1.6   1   0   0   1   1   1   0 hypothetical protein Pcac1_g11218 [Phytophthora cactorum]
KAG2780484.1         -          2-Hacid_dh_C         PF02826.22      0.14   12.2   0.1      0.26   11.3   0.1   1.4   1   0   0   1   1   1   0 hypothetical protein Pcac1_g9528 [Phytophthora cactorum]
